Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
About Business Component,Submitting,Submitting_flow,"Your can simply sign and submit the form by clicking ""Signing with iAM Smart"" button or submit them directly to related parties offline.",But I don¡¦t know what to do after filling in the form.,-4.06076,-5.2453766,-5.4910145,-5.440388,-5.1890836,-5.1730323,-6.0204287,-4.6476374,-5.1878295,-5.590693,-4.987401,-5.335136,-5.1086683,-4.958662,-4.552396,-5.1963034,-4.616275,-4.4945126,-5.9559855,-4.9254537,-4.929323,-5.535559,-4.810296,-5.635388,-5.143418,-4.581221,-4.902055,-3.5681508,-4.9758844,-5.2777452,1.0184526,-5.058266,-5.09269,-5.193908,-4.749527,-4.291403,-5.509956,-4.6703453,-4.478848,-4.7794914,-5.71213,-4.6324744,-5.4843287,-4.8476143,-5.698767,-5.8395433,-4.75467,-5.0820694,-4.977978,-4.476617,-4.9317226,-4.9916654,-4.695454,-3.4379742,-4.746351,-5.262921,-5.3282084,-6.015786,-5.5716553,-5.187246,-5.3082247,-4.7419457,-5.536089,-4.960049,-5.090344,-6.171375,-6.4718533,-5.3961062,-4.2094703,-5.881154,-5.458095,-4.471197,-4.548374,-5.4779377,30
About Business Component,Filling ,Information_saving,You may register an account and store non-sensitive infomration with us. We will automatically fill in the duplicated information for you.,Is there a must I fill twice in the same field?,-4.880916,-6.163878,-5.361549,-5.6761494,-4.998271,-5.368993,-4.667187,-4.2710996,-3.8217556,-3.8514972,-5.228106,-5.0005546,-4.6403065,-5.429622,-6.0739017,-5.7693357,-5.0382066,-5.4421577,-5.6052446,-5.7282186,-6.1652985,-4.354488,0.5166323,-5.1209292,-4.9701943,-5.280892,-4.9234176,-1.6474255,-5.1542835,-5.5404334,-4.9616528,-5.5559106,-5.223436,-5.7939935,-5.653949,-6.4409204,-4.98047,-4.1904335,-5.7569604,-4.86114,-6.577401,-5.2341485,-6.3774853,-5.774482,-6.146382,-4.7047315,-6.2785993,-6.43604,-5.129938,-4.9929433,-4.492443,-4.753142,-5.524082,-5.233506,-5.974731,-4.510186,-5.3493176,-4.8324237,-5.648665,-5.1022844,-4.506741,-4.50589,-5.214053,-5.274582,-5.327622,-6.0453935,-4.391141,-5.492557,-5.386549,-4.6852784,-5.09992,-6.1423388,-5.4975824,-5.5014606,22
About Techology,Data Security & Privacy,data_storage_time,"We will store data until we recieve instruction to delete it, or 7 years has passed without any user acitivity. ",Where do you delete my data?,-5.7844496,-6.126858,-5.570077,-3.852757,-5.150268,-4.8227854,-4.039748,-4.1059713,0.8672668,-5.1782613,-3.9165032,-4.984146,-4.0596213,-4.494604,-5.932949,-5.0916066,-4.8328915,-4.667785,-5.6197796,-5.801595,-4.6385508,-3.981327,-3.65594,-4.6331058,-5.5537806,-5.315652,-4.5311313,-4.996109,-4.0684247,-5.9782023,-5.1006756,-5.5669765,-5.2593856,-5.3223953,-6.2428794,-5.3456397,-5.0778174,-3.3836696,-6.16067,-5.495759,-6.6195755,-5.309279,-6.404287,-5.0724015,-5.039093,-5.557191,-5.951194,-4.7690306,-5.3954167,-5.895204,-5.0064983,-5.116595,-5.397076,-5.400461,-5.1014194,-4.7523026,-5.1351027,-4.454561,-5.0249176,-4.6151633,-4.6943316,-4.9043674,-5.2123113,-5.2576303,-5.417594,-6.057432,-4.6681514,-5.0604606,-5.2043104,-5.0168543,-4.604939,-5.7157674,-5.192796,-5.5764074,8
About company,History,Achievement,1. HK techathon 2021 1st running up. 2. HKSTP incubation program. ,Have you participated in the HK techathon?,-4.3371696,-4.691854,-4.6137557,-5.3761845,-5.5883026,-5.0321164,-5.2081547,-5.4253793,-5.5428834,-4.6314683,-5.45414,-3.9845083,-4.368996,-4.24989,-5.5905395,0.82882935,-5.3565845,-4.4178014,-4.7269216,-4.726771,-4.4498987,-4.5834002,-5.4194026,-5.244082,-4.2607355,-5.441647,-5.34394,-5.3835135,-3.8488963,-4.9309387,-5.2314763,-4.072673,-4.396741,-4.4117413,-6.0130825,-4.873635,-4.322508,-5.62903,-4.5021114,-4.1917844,-4.9367065,-5.679776,-5.7260685,-5.349553,-4.27572,-5.9824586,-5.3793573,-4.3181806,-4.7574387,-3.919862,-5.889689,-5.6278453,-4.210889,-5.5409675,-4.610182,-5.0457487,-5.02331,-4.9997325,-5.984558,-5.496633,-5.8847117,-5.122478,-5.8798275,-4.4549193,-4.9231434,-4.2488027,-5.420419,-5.538051,-5.581624,-5.622889,-5.3681297,-3.942369,-4.8422017,-5.5751038,15
About Business Component,Account,Delete_account,"Go to the XXX pages, click XXX button. Your account will then be inactive within X days and you could reactivate your account anytime within this period. Please noted that it will be no longer retrived once the deadlinne is passed.",Give us instructions about how to delete my account.,-5.626536,-5.286647,-4.7101235,-4.998724,0.6224755,-4.089416,-5.4670753,-5.4175262,-4.946125,-6.0190787,-3.7852771,-4.436629,-5.136764,-4.3426857,-4.900049,-5.329857,-4.3609934,-4.9099627,-6.3073425,-4.025274,-4.0826607,-3.56203,-5.334955,-4.198427,-4.991833,-4.3859076,-4.2808957,-5.9440613,-5.5615973,-5.523104,-5.003679,-4.637279,-5.4814434,-3.6444564,-5.8400836,-4.273774,-3.639861,-4.3666024,-4.8170915,-6.0385566,-5.9073286,-5.048805,-5.7296987,-5.7048864,-5.6592236,-5.13095,-5.697678,-5.5439773,-4.422928,-6.7706,-5.3922496,-5.6962,-6.012412,-4.398657,-5.069332,-4.330014,-5.1455374,-3.4914472,-4.472475,-5.4244328,-5.646959,-6.094001,-4.940823,-4.9634705,-5.3362193,-4.513464,-4.7930756,-5.464554,-5.6029987,-5.0505404,-5.056289,-4.8426304,-5.743877,-4.8057137,4
About Techology,Form recognizer,Form_recognizer_flow,"Click on ""Form recognizer"" button on mobile app -> take a photo as instructed -> return the 5 most likely form to you -> select the one -> process the remaining process.",What are the steps to use the Form Recognizer?,-5.26151,-5.562742,-5.9850984,-5.4063687,-5.18128,-5.8532376,-5.137774,-4.6312103,-4.513718,-4.9409375,-6.0786185,-5.523069,-4.292133,-4.770799,-5.6376066,-6.538898,-6.285113,-5.708848,-4.8507614,-6.130856,-5.889972,-4.847179,-4.360526,-6.1439896,-4.767537,-5.2476664,-4.8130293,-4.2974057,-5.4986787,-6.06865,-5.246376,-5.716487,-5.3568945,-6.4016185,-5.068183,-6.3034687,-5.7051306,-5.0436993,-5.121482,-4.718373,-6.0901504,-4.7832947,-6.223714,-6.0206623,-5.182864,-4.6122227,-4.987531,-5.808362,-5.8216414,-4.8889394,-3.7998283,-4.1193476,-5.925461,-5.89396,-4.9032,-5.708938,-5.3184624,-5.5691957,-4.6288238,-2.9818494,0.90867925,-3.3791516,-4.601968,-5.222536,-4.729292,-6.426171,-4.481517,-5.493977,-4.5911674,-4.064482,-4.003802,-5.84988,-5.504085,-5.002609,60
About Business Component,Account,Reset_password,"Go to XXX pages, click ""forget password"" Button and follow its instruction.",I¡¦ve forgotten my login details.,-5.028511,-5.194273,-5.677171,-3.960438,-5.4558077,-5.938178,1.196754,-3.8825896,-4.0989323,-3.9281292,-5.268457,-4.7311497,-5.1948004,-5.2879043,-5.9898243,-5.004662,-4.689065,-5.7229924,-5.1756063,-5.528723,-4.3978376,-4.2965474,-4.4263434,-4.144165,-5.50727,-5.2913737,-5.166432,-5.2955985,-5.0423236,-4.771868,-6.3696694,-5.379999,-5.4354787,-5.7255774,-5.079264,-5.854726,-4.699906,-4.61425,-5.32441,-5.0323877,-5.430987,-4.881157,-4.7570534,-5.0786896,-5.099955,-5.013762,-5.4559197,-4.872646,-5.862324,-5.108759,-4.962988,-4.3196845,-5.4618406,-5.614485,-4.42122,-5.1446066,-5.212296,-5.731441,-5.000126,-5.0405684,-4.492847,-4.792305,-4.7533073,-5.2811413,-4.6664615,-5.2616887,-4.351259,-4.4053082,-5.2402964,-4.129665,-4.8660636,-6.2363143,-4.433085,-4.348417,6
About Business Component,Overall,Service_Summary,"We provide a 1-stop straight through processing solution for you to handle your forms starting from finding the right form, delete duplicated fields, signing the form ad submit the forms.",Which services would I receive?,-4.371172,-3.61371,-5.0142794,-5.5612683,-4.7871037,-5.6437707,-5.522636,-6.024226,-5.9494596,-5.9228845,-5.878713,-4.337142,-4.952059,-5.823621,-4.7073865,-4.843472,-4.9341226,-4.990739,-4.8591948,-4.110652,-5.6254797,-5.661789,-5.5460153,-5.44248,-4.9410095,-4.1870346,-5.390168,-5.7375007,-6.1920238,-5.4388623,-4.3073807,-4.1410995,-5.571249,-4.1973257,-5.640841,-4.6830873,-5.2397413,-6.187225,0.79033595,-5.002555,-4.560171,-5.5918236,-4.541893,-5.1084223,-5.7649884,-5.695093,-4.711742,-4.535642,-5.5611734,-5.625976,-5.4075584,-4.466656,-4.7213006,-4.594714,-4.8143516,-5.6200113,-5.052979,-5.1300106,-3.7666404,-5.429802,-6.146952,-5.6272283,-5.419708,-3.72506,-4.445706,-4.1173797,-5.817345,-5.6064734,-6.070903,-5.574503,-5.611414,-3.8545992,-6.01775,-3.409511,38
About Business Component,Selection,Form_company,"We currently cover forms in finanical service which includes personal banking, MPF account, credit card, insurance, etc. ",Are Your shapes coming from the government?,-4.8730497,-4.117839,-4.3380933,-5.3769093,-6.0540857,-5.707616,-5.439309,-5.583809,-5.326725,-4.556282,-4.9060655,-5.1948934,-5.2862434,-5.467169,-4.536535,-4.0862865,-4.0205364,-5.4931293,-4.249459,-5.131838,-5.402024,-5.740736,-6.6864104,-4.9764113,-5.489408,-5.750604,-5.72276,-6.4620585,-4.641484,-4.0880017,-5.1232452,-4.0255213,-4.13348,-4.3642106,-4.6728883,-4.7723475,-5.3764873,-6.377296,-4.730791,-5.0716577,-3.2275803,-6.028665,-3.5889802,-3.9139223,-4.403343,-6.0774984,-4.369784,0.76184577,-5.285607,-4.6450553,-5.070004,-4.998035,-3.879456,-6.076286,-5.4090147,-5.270939,-4.2841506,-5.644985,-5.4327416,-4.5069604,-6.0491385,-5.072636,-5.860609,-5.2990594,-5.3017926,-4.910906,-6.15239,-4.6716127,-4.8662405,-5.4583564,-4.837975,-4.3282385,-4.485649,-4.884223,47
About company,Future,Vision,Fill Easy aims to solve this - by creating the world's first centralized form filling platform,Are you going to offer other service lines?,-5.0825286,-5.248494,-4.173175,-5.175432,-4.5498624,-3.9835968,-5.501698,-4.895541,-5.2200503,-5.7297473,-4.562561,-4.6040025,-4.445891,-4.82356,-5.0374136,-3.9000912,-4.0712867,-4.2486033,-5.045407,-5.041397,-4.8920813,-4.3590136,-5.6183496,-4.3318033,-4.197825,-4.019969,-4.800935,-5.8165174,-5.2912707,-5.0348425,-5.2305937,0.9226591,-4.3543725,-4.67327,-5.5259833,-4.9702244,-4.045842,-4.527031,-4.237892,-4.6728244,-4.9736814,-5.753694,-5.015968,-6.0683975,-4.9125023,-5.8345685,-5.3950067,-4.2134457,-4.7373857,-5.7346687,-5.6659617,-5.497078,-4.673146,-4.649818,-4.844037,-3.9608364,-5.142144,-5.2258945,-5.185343,-5.473846,-5.7823567,-5.9137955,-5.2122607,-5.004815,-5.3307924,-3.8425682,-5.109857,-5.178317,-5.5192714,-5.151651,-5.5786448,-4.5158615,-5.6501803,-5.0502577,31
About Techology,Data Security & Privacy,data_storage,We may keep record if you used our service and other information in your account per your requests.,Would you cache all my inputs?,-4.560064,-4.782181,-4.795475,-4.261542,-4.400325,-4.0675473,-5.3010426,-3.900871,-4.790246,-5.819622,-4.8861485,0.8204408,-3.2246394,-4.710152,-5.451944,-4.218407,-5.5599003,-4.3413243,-5.6437564,-4.2733603,-5.0863004,-4.376117,-5.0521245,-6.4113874,-4.188217,-4.165547,-5.104516,-5.7832665,-5.3502803,-5.480495,-5.3673973,-4.5908923,-4.815098,-4.6354933,-5.8515487,-5.4497747,-4.460452,-5.253737,-4.4676776,-5.6230936,-5.357023,-5.5242324,-6.004575,-5.7012563,-5.6685505,-5.9339705,-6.0871763,-4.93946,-4.871281,-5.17782,-6.042261,-6.015372,-4.57565,-4.164893,-5.502322,-4.9987755,-4.6724997,-4.7240906,-4.2532067,-5.372521,-5.7972956,-5.6223793,-6.1896954,-4.7913537,-5.413191,-4.1722603,-5.685553,-5.476011,-6.279449,-5.085703,-5.836242,-5.119128,-5.5947914,-5.318266,11
About Techology,iAM SMART Integration,iamsmart_reason,We integrate with iAM Smart to provide a digital signing method that allow our straight through processing solution.,Why FillEasy is integrating with iamsmart?,-4.450379,-4.652721,-4.8226466,-5.627968,-5.905657,-5.6467156,-4.6420817,-4.6614256,-5.0399117,-4.2200627,-4.850145,-5.3616705,-5.0040393,-5.4777045,-3.0241337,-4.880825,-5.116921,-5.510364,-4.6682644,-4.6718006,-5.702958,-5.6892686,-4.851899,-4.74853,-5.8099136,-5.5557756,-5.1285095,-4.9496164,-4.811533,-5.0990143,-4.3730373,-5.5645823,-5.256163,-5.0561695,-5.0989985,-5.0767074,-5.628104,-5.5749507,-5.6779757,-5.55216,-5.105144,-4.4115667,-5.6690397,-4.157019,-4.7513866,-4.66467,-5.4284387,-4.7165112,-5.1336646,-4.6842046,-4.6182795,-5.608885,-4.9876194,-5.386689,-4.7902946,-4.775041,-4.5877395,-5.530223,-5.83219,-5.407331,-5.389022,-5.2652893,-5.7368937,-4.881886,-4.855825,-6.127967,-5.86473,-5.177635,-5.1558776,-5.175201,-5.1057425,-5.9060936,1.2900068,-5.423571,72
About Business Component,Filling ,Input_option_missing,"Please contact our support with any missing options that exists, we will assist as soon as possible.",Can You Add More Opportunities To Your Form?,-5.5725846,-4.413676,-5.0585346,-4.5101705,-5.5335126,-6.239738,-5.4332914,-6.024814,-5.923468,-4.157725,-5.739554,-5.44468,-6.03231,-6.499053,-5.514955,-5.3234124,-4.5696864,-6.1110024,-4.7143507,-4.2909403,-4.3289914,-5.712456,-5.5920134,-4.8946743,-5.894277,-5.5735106,-5.393755,-5.614843,-5.0570207,0.07124716,-5.3193064,-5.172074,-4.6705527,-5.2469797,-4.826742,-4.1014366,-5.599233,-6.8210273,-4.902694,-5.4511204,-4.322471,-5.1481147,-4.5211062,-2.2469301,-5.000517,-5.1534963,-3.8284528,-4.2901278,-4.853263,-4.073717,-5.502235,-5.1872926,-4.351882,-3.7310798,-4.9087453,-5.8424916,-4.0918627,-5.330377,-5.52699,-5.849197,-6.5261207,-5.58509,-5.125951,-4.712212,-5.103806,-5.6621695,-5.3690953,-3.4534166,-4.2367907,-6.0297413,-5.2261267,-4.984148,-4.925451,-3.9208405,29
About Business Component,Selection,Form_outdated,"We periodically use our AI technology, ""Form recognizer"" , to ensure they are always up-to-date. Please kindly report the problem to XXXX@filleasy.com",How can we report an outdated form?,-4.6204,-5.049018,-5.2107897,-4.844674,-5.172965,-5.976792,-5.818335,-5.760797,-5.677732,-4.7545424,-5.2661304,-5.9638176,-5.3027787,-5.259379,-5.418435,-6.105287,-4.794616,-5.819191,-4.150977,-5.4013133,-5.894595,-5.5985537,-5.298421,-5.0645423,-5.1363745,-5.3883443,-5.333671,-4.7527924,-4.459911,-3.8819034,-4.547536,-5.3868527,-5.1077604,-5.1585984,-3.655229,-5.3238883,-5.788967,-6.3832974,-5.818249,-5.310495,-5.4807024,-4.771694,-4.1958613,-4.602377,-4.639874,-4.758988,-3.7994697,-4.703084,-5.687444,-4.288682,-4.289726,-4.7345967,-5.1016965,-5.345571,-4.5636654,-5.8293133,-5.249214,-5.8055453,-5.6001616,-4.078992,-4.382396,-4.498847,-4.449849,-5.1945586,-5.254873,-6.3338103,-5.1370397,-4.1775365,1.0441049,-5.3145046,-4.61813,-6.0740895,-5.4825096,-5.8193603,68
About Business Component,Filling ,Input_validation,We use formvalidation to validate your innput currently. We may also incorporate AI such as OCR technology to enhance your user experiece in the future.,Will I double check my input?,-4.6799436,-4.5228767,-4.995295,-5.332267,-5.5702863,-6.4451127,-4.137628,-4.569355,-5.103943,1.0122881,-5.157135,-5.5963073,-5.1526456,-6.1451488,-5.319453,-5.1245513,-4.8987656,-5.5387774,-4.8318815,-5.8306994,-5.3729157,-4.6755347,-3.643035,-5.0693784,-6.268661,-5.9621835,-5.663318,-4.1123185,-4.250654,-4.218181,-5.524403,-5.745528,-5.4870462,-5.9114017,-4.2661276,-5.7997656,-4.5828633,-6.0251446,-5.5834985,-4.7115645,-5.166955,-5.5031433,-5.488271,-4.199743,-4.637566,-4.5440855,-5.082776,-5.13202,-6.009698,-3.8513112,-4.4516025,-5.5009837,-4.874251,-5.9054613,-4.300193,-5.5683312,-4.6792436,-5.021295,-5.7054486,-5.243066,-4.9893785,-4.848573,-5.4031534,-5.4007015,-5.185342,-6.331581,-5.0316505,-4.704951,-4.63731,-4.8086424,-5.0989885,-5.5824804,-4.4674788,-5.067811,9
About Business Component,Selection,Form_geography,We currently covered companies ion Hong Kong only but will expand it to other countries in the future.,I think You Should Expand Your Service to overseas forms,-5.2796836,-5.982092,-4.318512,-4.9966464,-5.722833,-4.139869,-5.74431,-4.8230352,-4.987088,-5.3621397,-5.0470386,-4.692198,-5.0576787,-5.3335233,-5.716617,-4.5484004,-4.1273026,-5.342628,-4.944632,-5.0907164,-4.7563615,-5.247847,-5.0139403,-5.571349,-4.4379916,-5.1740146,-5.449178,-5.7705297,-4.295689,-5.136739,-4.7819805,-4.3253236,1.099292,-4.9480586,-5.2642455,-5.201064,-5.870239,-5.651716,-5.563308,-3.982876,-5.3615785,-6.2954264,-4.5726323,-4.901085,-5.0973854,-5.952605,-4.5449777,-3.9369411,-4.473622,-5.0633144,-5.05527,-4.7062154,-4.026063,-5.0133696,-5.784642,-4.868771,-4.570652,-5.332164,-5.457257,-5.259777,-5.3772554,-4.5083036,-5.4913535,-5.6008334,-5.3707595,-5.4143686,-4.446217,-4.9433627,-5.271221,-4.3812666,-5.2284675,-4.936987,-5.781059,-4.929395,32
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",And how do you work with your partners?,-5.155401,-5.05161,-3.9076571,-5.1668477,-3.7316267,-4.5265985,-5.9579077,-5.037674,-5.7194157,-6.2854185,-4.839497,-4.9685903,-4.46759,-4.635038,-4.3902845,-4.382534,-4.4772367,-4.4697685,-4.920997,-3.7397118,-5.2801185,-4.4647985,-5.6407514,-4.657022,-4.1620274,-3.9293666,-4.6337223,-6.101281,-5.6388,-5.2994714,-5.043463,-4.4061723,-5.2338824,0.8338826,-5.7217965,-4.9093313,-4.3374505,-5.46607,-4.34474,-6.576489,-5.006871,-5.017605,-5.3560233,-5.9202905,-5.7909603,-5.755262,-5.1795444,-4.339384,-4.3320217,-6.010098,-4.921183,-5.7454696,-5.6109962,-5.207766,-5.2512946,-3.6558397,-5.2831607,-4.8034277,-4.861964,-5.2417603,-6.702147,-6.229275,-4.855444,-4.697113,-5.002062,-3.836561,-5.934898,-6.05725,-5.5795174,-5.2225494,-5.0269265,-3.9520235,-5.076351,-5.581957,33
About Techology,Data Security & Privacy,data_storage,We may keep record if you used our service and other information in your account per your requests.,Could you tell me if account number will be stored in your cloud?,-4.6125336,-4.7696705,-4.8018064,-4.3210096,-4.4262867,-4.0703683,-5.325522,-3.9625812,-4.859112,-5.8470454,-4.960573,0.8109714,-3.272007,-4.7248116,-5.47113,-4.2153487,-5.508646,-4.386541,-5.657052,-4.219927,-5.0736713,-4.414933,-5.1079106,-6.459262,-4.1522675,-4.1837516,-5.118407,-5.811726,-5.3831472,-5.459524,-5.3452253,-4.6064763,-4.7846637,-4.648072,-5.828043,-5.4532933,-4.4956155,-5.294688,-4.473309,-5.6620803,-5.304204,-5.475522,-5.975271,-5.660993,-5.67759,-5.950124,-6.093084,-4.9275947,-4.8566437,-5.1584225,-6.03569,-6.0080576,-4.544914,-4.0966196,-5.518321,-5.03348,-4.6462383,-4.7448683,-4.290441,-5.390491,-5.8235807,-5.65219,-6.2079268,-4.75272,-5.3895698,-4.2023506,-5.7324896,-5.479751,-6.2861314,-5.1001863,-5.865197,-5.145287,-5.562074,-5.3076158,11
Others,About Conversation,Farewell,See you. Have a nice day.,Saionary,-5.190893,-4.7632966,-5.0745354,-5.185591,-5.4594545,-5.6535273,-4.8488617,-5.208701,-5.484739,-5.335682,-6.1926737,-4.923431,-4.852985,-5.612842,-5.4767857,-4.5921144,-5.2051578,-5.235949,-4.7225275,-4.8740664,-5.1930523,-5.04809,-5.3350787,-5.04717,-5.035854,-4.512936,-5.4311805,-5.670737,-5.36168,-4.928271,-5.507343,-4.9430494,-6.0208383,-4.2417064,-4.754119,-5.4155035,-4.9148755,-5.3102946,-4.2832837,-6.2195106,-4.2094526,-3.5819755,-4.0750093,-4.3327394,-4.7291956,-4.971095,-4.5209384,-4.926544,-5.256864,-5.66094,-4.976502,-4.279616,-5.4719906,-5.4907947,-4.988485,-4.9644012,-5.046885,-4.671352,-4.1048446,-5.54106,-5.279581,-5.5773563,-4.4639974,-2.6163387,0.64041156,-3.1672597,-4.618371,-5.9965787,-5.11768,-5.7786145,-5.0692353,-5.2741857,-5.114287,-3.470925,64
About Business Component,Overall,Service_Updates,"We periodically use our AI technology, ""Form recognizer"" , to make comparsion between the newest form and the one we are using to ensure they are always up-to-date.",Will you include the new changes of the forms?,-5.189363,-4.7829022,-4.72656,-4.421897,-5.675931,-5.590768,-4.778029,-6.077594,-4.9193506,-4.749643,-5.3379664,-5.1801534,-6.189416,-6.161989,-5.178964,-5.0453143,-5.2663536,-4.8409605,-5.264765,-5.3037014,-4.8817935,-4.761523,-5.3940144,-4.607138,-5.1365013,-5.889862,-5.7747917,-5.1417217,-4.051585,-3.6372309,-5.161662,-5.244035,-4.814932,-6.016607,-5.100095,-4.179043,-5.246631,-5.0211544,-5.713836,-4.1139507,-5.3105664,-4.4060063,-4.479037,-3.5742674,-4.550135,-4.547418,-4.2808065,-4.676134,-5.5976577,-5.0831666,-5.7293,-5.042759,-4.3292108,-4.5468163,-4.902754,-5.9049587,-5.4759426,-5.4422584,-5.325931,-5.1920056,-5.66987,-5.9810953,-4.4710746,-5.0085473,-5.7418904,-6.147076,-4.511134,1.0108961,-4.157053,-5.9417543,-4.7855096,-5.6486316,-4.9985704,-4.6791606,67
About company,Current,Uniqueness,"We are an integration hub on finding, auto-filling and submitting forms. Our uniqueness is straight through processing on all the annoying forms you need to tackle.",And how does your service be different from Google Auto Fill?,-4.1733403,-4.8830113,-4.473364,-5.6854024,-6.1185875,-5.5392904,-5.363599,-5.3259573,-5.5351706,-4.1753483,-5.2320137,-5.5232925,-5.193386,-5.379737,-4.886819,-4.6759763,-5.222163,-5.4879894,0.8957694,-5.198607,-6.2679257,-5.6346803,-4.8379416,-4.9010305,-5.1286626,-5.1245513,-4.786232,-5.594355,-4.954932,-4.2630997,-5.603305,-5.1902027,-5.1628447,-4.206644,-4.083971,-5.3547697,-6.1950407,-6.3600307,-4.9414225,-4.666644,-3.72878,-5.6076784,-4.371632,-4.8825517,-4.3318715,-4.678084,-3.880122,-3.8819997,-5.3753796,-4.0262876,-4.2399755,-4.8685637,-4.5026636,-6.133893,-4.1497416,-5.6009936,-4.224881,-5.1820607,-5.025444,-4.5225277,-4.569501,-4.371636,-4.5206733,-4.920131,-4.7052875,-5.097729,-4.4987597,-5.208691,-3.9137385,-4.390309,-3.92899,-5.3522115,-4.8806677,-4.6557193,18
